Comments,sentiment
"ভাইয়া,টি শাট টি হাতে পেয়ে মনটা ই নস্ট হয়ে গেলো,ডিজাইন টিক ই ছিলো",Negative
ভাইরে এ ধান্দাবাজি ব্যবসা বাদ দাও,Negative
ভাউচার এর জন্য সেরা দারাজ ।।,Positive
ভাবছি রিটার্ন না দিয়ে ভোক্তা অধিকার আইনে মামলা করবো…,Negative
ভাবছিলাম ভালোই কিন্তু তেমন একটা ভালো না এই বাজেটের মধ্যে ভাবছিলাম ভালো কিছু পাবো কিন্তু নয়েজ হাই ভলিউম দিলে গ্যার গ্যার করে ডেলিভারি দিতেও লেট করছে,Negative
ভাবতেও পারি নাই এত ভালো প্রোডাক্ট পাবো। দাম হিসেবে যথেষ্ট ভাল একটা জিনিস। ধন্যবাদ,Positive
ভাবলাম এদের থেকে আরো কিছু প্রডাক্ট নিবো । কিন্তু এরা যে নকল প্রডাক্ট সেল দেই সেটা এখন দেখলাম। এদের প্রডাক্ট নেওয়ার আগে বলছি তখন বলে আমরা আসল প্রডাক্ট সেল দেই। আপনারা কেউ আর এদের থেকে প্রডাক্ট নিয়েন না।,Negative
ভারী গেম মসৃণভাবে চলে না।,Negative
"ভাল ,ইনটেক প্যাকিং ছিল",Positive
"ভাল উপাদান, মূল্য খুবই প্রতিযোগিতামূলক",Positive
"ভাল এবং মূল পণ্য,",Positive
"ভাল এবং মূল পণ্য,",Positive
ভাল কিন্তু দাম বেশী।,Positive
ভাল ক্যামেরা এবং একটি বিশাল ব্যাটারি !!,Positive
ভাল চেহারা এবং শব্দ এর মান ভাল।,Positive
ভাল ছাড়ে ভাল পণ্য আশা করছিলাম ।,Negative
ভাল ডিজাইন অন্যান্য ব্যান্ডের তুলনায়।,Positive
"ভাল না, টাকা সম্পূর্ণ অপচয় ।",Negative
ভাল পণ্য .. সামগ্রিক এটা ভাল।,Positive
ভাল পণ্য এবং দ্রুত ডেলিভারি।,Positive
ভাল পণ্য. প্রিমিয়াম মানের।,Positive
ভাল পাইছি। ডেলিভারি ও তাড়াডতাড়ি দিছে ।ধন্যবাদ।,Positive
"ভাল ফ্যান, কোন সমস্যা এখনও হয় নাই।",Positive
ভাল মনে হয়েছে এখন পর্যন্ত।,Positive
ভাল মানের এবং দ্রুত ডেলিভারি।,Positive
ভাল মানের নিচে,Negative
ভাল মানের পণ্য,Positive
ভাল মানের পণ্য। আমি এটা পছন্দ করি.,Positive
ভাল মানের শার্ট।,Positive
"ভাল মানের, সবাইকে সুপারিশ করলাম!",Positive
ভাল মানের. স্বাভাবিক ঠান্ডার জন্য সুপারিশকৃত ।,Positive
ভাল মানের। আমি সন্তুষ্ট.,Positive
ভাল মূল্য ভাল মানের,Positive
"ভাল হয়নি, মুখ বাধার ফিতাটা উল্টা সেলাই করা। পাল্টানো সময় সাপেক্ষ তাই পরিবর্তন করিনি।",Negative
